class	type/scale	name	relevance	text	help	language	validation	mandatory	other	default	same_default	allowed_filetypes	alphasort	answer_width	array_filter	array_filter_exclude	array_filter_style	assessment_value	category_separator	choice_title	code_filter	commented_checkbox	commented_checkbox_auto	cssclass	date_format	date_max	date_min	display_columns	display_rows	display_type	dropdown_dates	dropdown_dates_minute_step	dropdown_dates_month_style	dropdown_prefix	dropdown_prepostfix	dropdown_separators	dropdown_size	dualscale_headerA	dualscale_headerB	em_validation_q	em_validation_q_tip	em_validation_sq	em_validation_sq_tip	equals_num_value	equation	exclude_all_others	exclude_all_others_auto	hidden	hide_tip	input_boxes	label_input_columns	location_city	location_country	location_defaultcoordinates	location_mapheight	location_mapservice	location_mapwidth	location_mapzoom	location_nodefaultfromip	location_postal	location_state	max_answers	max_filesize	max_num_of_files	max_num_value	max_num_value_n	max_subquestions	maximum_chars	min_answers	min_num_of_files	min_num_value	min_num_value_n	multiflexible_checkbox	multiflexible_max	multiflexible_min	multiflexible_step	num_value_int_only	numbers_only	other_comment_mandatory	other_numbers_only	other_replace_text	page_break	parent_order	prefix	printable_help	public_statistics	random_group	random_order	rank_title	repeat_headings	reverse	samechoiceheight	samelistheight	scale_export	show_comment	show_grand_total	show_title	show_totals	showpopups	slider_accuracy	slider_custom_handle	slider_default	slider_handle	slider_layout	slider_max	slider_middlestart	slider_min	slider_orientation	slider_rating	slider_reset	slider_separator	slider_showminmax	statistics_graphtype	statistics_showgraph	statistics_showmap	suffix	text_input_columns	text_input_width	time_limit	time_limit_action	time_limit_countdown_message	time_limit_disable_next	time_limit_disable_prev	time_limit_message	time_limit_message_delay	time_limit_message_style	time_limit_timer_style	time_limit_warning	time_limit_warning_2	time_limit_warning_2_display_time	time_limit_warning_2_message	time_limit_warning_2_style	time_limit_warning_display_time	time_limit_warning_message	time_limit_warning_style	use_dropdown	value_range_allows_missing
SL		surveyls_email_remind		"Dear {FIRSTNAME},  Recently we invited you to participate in a survey.  We note that you have not yet completed the survey, and wish to remind you that the survey is still available should you wish to take part.  The survey is titled: ""{SURVEYNAME}""  ""{SURVEYDESCRIPTION}""  To participate, please click on the link below.  Sincerely,  {ADMINNAME} ({ADMINEMAIL})  ---------------------------------------------- Click here to do the survey: {SURVEYURL}  If you do not want to participate in this survey and don't want to receive any more invitations please click the following link: {OPTOUTURL}"		de-informal																																																																																																																																			
SL		surveyls_email_register		Dear {FIRSTNAME},  You, or someone using your email address, have registered to participate in an online survey titled {SURVEYNAME}.  To complete this survey, click on the following URL:  {SURVEYURL}  If you have any questions about this survey, or if you did not register to participate and believe this email is in error, please contact {ADMINNAME} at {ADMINEMAIL}.		de-informal																																																																																																																																			
SL		surveyls_email_confirm_subj		Confirmation of your participation in our survey		de-informal																																																																																																																																			
SL		surveyls_email_confirm		Dear {FIRSTNAME},  this email is to confirm that you have completed the survey titled {SURVEYNAME} and your response has been saved. Thank you for participating.  If you have any further questions about this email, please contact {ADMINNAME} on {ADMINEMAIL}.  Sincerely,  {ADMINNAME}		de-informal																																																																																																																																			
SL		surveyls_dateformat		2		de-informal																																																																																																																																			
SL		email_admin_notification_subj		Response submission for survey {SURVEYNAME}		de-informal																																																																																																																																			
SL		email_admin_notification		Hello,  A new response was submitted for your survey '{SURVEYNAME}'.  Click the following link to reload the survey: {RELOADURL}  Click the following link to see the individual response: {VIEWRESPONSEURL}  Click the following link to edit the individual response: {EDITRESPONSEURL}  View statistics by clicking here: {STATISTICSURL}		de-informal																																																																																																																																			
SL		email_admin_responses_subj		Response submission for survey {SURVEYNAME} with results		de-informal																																																																																																																																			
SL		email_admin_responses		Hello,  A new response was submitted for your survey '{SURVEYNAME}'.  Click the following link to reload the survey: {RELOADURL}  Click the following link to see the individual response: {VIEWRESPONSEURL}  Click the following link to edit the individual response: {EDITRESPONSEURL}  View statistics by clicking here: {STATISTICSURL}   The following answers were given by the participant: {ANSWERTABLE}		de-informal																																																																																																																																			
SL		surveyls_numberformat		0		de-informal																																																																																																																																			
G	G0	Questions about you	1			en																																																																																																																																			
Q	!	socio1	1	In which country do you work?		en		Y	N		1																																																																																																							1						1																	
A	0	1		Afghanistan		en																																																																																																																																			
A	0	2		Albania		en																																																																																																																																			
A	0	3		Algeria		en																																																																																																																																			
A	0	4		American Samoa		en																																																																																																																																			
A	0	5		Virgin Islands, U.S.		en																																																																																																																																			
A	0	6		Andorra		en																																																																																																																																			
A	0	7		Angola		en																																																																																																																																			
A	0	8		Anguilla		en																																																																																																																																			
A	0	9		Antarctica		en																																																																																																																																			
A	0	10		Antigua and Barbuda		en																																																																																																																																			
A	0	11		Argentina		en																																																																																																																																			
A	0	12		Armenia		en																																																																																																																																			
A	0	13		Aruba		en																																																																																																																																			
A	0	14		Azerbaijan		en																																																																																																																																			
A	0	15		Australia		en																																																																																																																																			
A	0	16		Bahamas		en																																																																																																																																			
A	0	17		Bahrain		en																																																																																																																																			
A	0	18		Bangladesh		en																																																																																																																																			
A	0	19		Barbados		en																																																																																																																																			
A	0	20		Belarus		en																																																																																																																																			
A	0	21		Belgium		en																																																																																																																																			
A	0	22		Belize		en																																																																																																																																			
A	0	23		Benin		en																																																																																																																																			
A	0	24		Bermuda		en																																																																																																																																			
A	0	25		Bhutan		en																																																																																																																																			
A	0	26		Bolivia, Plurinational State of		en																																																																																																																																			
A	0	27		Bonaire, Sint Eustatius and Saba		en																																																																																																																																			
A	0	28		Bosnia and Herzegovina		en																																																																																																																																			
A	0	29		Botswana		en																																																																																																																																			
A	0	30		Bouvet Island		en																																																																																																																																			
A	0	31		Brazil		en																																																																																																																																			
A	0	32		Virgin Islands, British		en																																																																																																																																			
A	0	33		British Indian Ocean Territory		en																																																																																																																																			
A	0	34		Brunei Darussalam		en																																																																																																																																			
A	0	35		Bulgaria		en																																																																																																																																			
A	0	36		Burkina Faso		en																																																																																																																																			
A	0	37		Burundi		en																																																																																																																																			
A	0	38		Chile		en																																																																																																																																			
A	0	39		China		en																																																																																																																																			
A	0	40		Cook Islands		en																																																																																																																																			
A	0	41		Costa Rica		en																																																																																																																																			
A	0	42		Curaçao		en																																																																																																																																			
A	0	43		Côte d'Ivoire		en																																																																																																																																			
A	0	44		Germany		en																																																																																																																																			
A	0	45		Dominica		en																																																																																																																																			
A	0	46		Dominican Republic		en																																																																																																																																			
A	0	47		Djibouti		en																																																																																																																																			
A	0	48		Denmark		en																																																																																																																																			
A	0	49		Ecuador		en																																																																																																																																			
A	0	50		El Salvador		en																																																																																																																																			
A	0	51		Eritrea		en																																																																																																																																			
A	0	52		Estonia		en																																																																																																																																			
A	0	53		Falkland Islands (Malvinas)		en																																																																																																																																			
A	0	54		Fiji		en																																																																																																																																			
A	0	55		Finland		en																																																																																																																																			
A	0	56		France		en																																																																																																																																			
A	0	57		French Guiana		en																																																																																																																																			
A	0	58		French Polynesia		en																																																																																																																																			
A	0	59		French Southern Territories		en																																																																																																																																			
A	0	60		Faroe Islands		en																																																																																																																																			
A	0	61		Gabon		en																																																																																																																																			
A	0	62		Gambia		en																																																																																																																																			
A	0	63		Georgia		en																																																																																																																																			
A	0	64		Ghana		en																																																																																																																																			
A	0	65		Gibraltar		en																																																																																																																																			
A	0	66		Grenada		en																																																																																																																																			
A	0	67		Greece		en																																																																																																																																			
A	0	68		Greenland		en																																																																																																																																			
A	0	69		Guadeloupe		en																																																																																																																																			
A	0	70		Guam		en																																																																																																																																			
A	0	71		Guatemala		en																																																																																																																																			
A	0	72		Guernsey		en																																																																																																																																			
A	0	73		Guinea		en																																																																																																																																			
A	0	74		Guinea-Bissau		en																																																																																																																																			
A	0	75		Guyana		en																																																																																																																																			
A	0	76		Haiti		en																																																																																																																																			
A	0	77		Heard Island and McDonald Islands		en																																																																																																																																			
A	0	78		Honduras		en																																																																																																																																			
A	0	79		Hong Kong		en																																																																																																																																			
A	0	80		India		en																																																																																																																																			
A	0	81		Indonesia		en																																																																																																																																			
A	0	82		Isle of Man		en																																																																																																																																			
A	0	83		Iraq		en																																																																																																																																			
A	0	84		Iran, Islamic Republic of		en																																																																																																																																			
A	0	85		Ireland		en																																																																																																																																			
A	0	86		Iceland		en																																																																																																																																			
A	0	87		Israel		en																																																																																																																																			
A	0	88		Italy		en																																																																																																																																			
A	0	89		Jamaica		en																																																																																																																																			
A	0	90		Japan		en																																																																																																																																			
A	0	91		Yemen		en																																																																																																																																			
A	0	92		Jersey		en																																																																																																																																			
A	0	93		Jordan		en																																																																																																																																			
A	0	94		Cayman Islands		en																																																																																																																																			
A	0	95		Cambodia		en																																																																																																																																			
A	0	96		Cameroon		en																																																																																																																																			
A	0	97		Canada		en																																																																																																																																			
A	0	98		Cape Verde		en																																																																																																																																			
A	0	99		Kazakhstan		en																																																																																																																																			
A	0	100		Qatar		en																																																																																																																																			
A	0	101		Kenya		en																																																																																																																																			
A	0	102		Kyrgyzstan		en																																																																																																																																			
A	0	103		Kiribati		en																																																																																																																																			
A	0	104		Cocos (Keeling) Islands		en																																																																																																																																			
A	0	105		Colombia		en																																																																																																																																			
